ID,label,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
272,retained,61,158.7614474,1990,48,55,3169.686605,1325.913355,10,10,iPhone
3595,retained,107,206.3137524,1986,239,29,3169.692933,1894.055467,20,14,iPhone
6821,retained,236,406.5370377,2182,0,0,3170.338531,2120.335872,23,21,Android
6948,churned,90,278.2396503,1049,0,0,3170.872791,1450.816967,16,16,Android
10312,retained,17,68.06444483,1686,0,0,3170.907652,1697.73213,30,19,iPhone
12394,retained,159,281.8543184,1310,39,8,3171.300579,1873.822747,26,20,Android
5089,retained,61,213.221946,2084,0,0,3173.0799,1621.15595,14,13,iPhone
10129,retained,207,330.0594256,2505,136,7,3173.137084,1650.142556,31,22,iPhone
2356,retained,19,67.98601387,2275,283,9,3173.206674,2141.780034,18,18,iPhone
3306,retained,39,99.10180617,2603,79,28,3174.116482,540.3460851,21,17,Android
11676,retained,75,171.8317841,2693,416,0,3174.162954,628.3726558,21,15,Android
11826,retained,114,326.7965347,1644,0,0,3176.611435,1824.329672,16,12,iPhone
5412,retained,53,244.7980287,1292,63,0,3176.912473,2029.247649,13,11,Android
2237,retained,63,81.60599292,1504,53,0,3177.070996,1821.937963,3,3,Android
6742,retained,17,70.94903765,3163,111,0,3177.166655,1467.992693,9,9,Android
13833,churned,21,252.537998,2392,0,89,3177.405408,161.0325913,5,4,iPhone
14415,churned,36,111.7963909,2347,190,4,3178.426223,555.5710191,25,21,iPhone
12020,retained,45,193.6148424,3465,112,0,3178.706992,1427.24211,17,14,iPhone
11175,retained,37,123.5885348,2869,66,0,3178.832366,146.4152306,13,7,iPhone
14069,churned,108,267.0657397,2056,232,95,3179.305092,2011.085447,2,2,iPhone
3153,churned,15,292.0438302,3073,0,0,3180.00928,625.0998475,25,22,Android
4569,retained,63,180.7901995,1843,38,16,3181.513198,832.1916299,24,20,iPhone
41,retained,17,183.5959214,2601,325,15,3182.697466,1768.326087,23,16,iPhone
9102,retained,20,171.5819894,3018,88,0,3183.359818,1663.148651,17,10,Android
4814,churned,54,185.4059868,801,0,128,3184.422109,1216.44495,12,10,iPhone
13492,retained,53,554.0338082,1549,166,0,3184.515024,519.8973489,29,24,Android
9718,retained,49,97.33631739,1051,0,0,3185.584465,584.4696467,21,16,Android
10889,retained,30,63.7790205,2446,24,0,3186.620484,1151.32438,31,23,iPhone
11950,retained,4,74.35992624,2540,339,13,3186.872891,1286.312493,16,15,iPhone
10069,retained,105,126.6307084,3384,0,0,3187.859758,1899.431385,4,3,iPhone
12360,churned,384,548.175304,2066,46,43,3188.012701,373.3047998,12,12,iPhone
4610,retained,8,403.3759158,1321,91,84,3189.101011,2219.247456,27,24,Android
11091,retained,49,359.8271886,2548,52,53,3189.727057,1736.327891,29,18,iPhone
13542,retained,87,224.2170985,1015,3,61,3190.469923,494.062372,23,19,Android
12950,retained,20,156.6964162,3219,167,0,3190.482063,1335.167445,2,2,Android
7641,retained,26,125.4669066,2166,0,64,3191.01209,1889.782438,10,3,Android
2377,churned,61,80.98411923,1674,165,3,3191.65367,887.8949793,22,22,iPhone
4110,retained,82,200.1884964,3345,14,24,3191.823428,1405.41687,23,17,iPhone
5015,retained,46,127.2063442,2992,0,95,3193.162943,1879.075454,15,15,Android
13775,retained,14,76.75703973,3275,31,0,3194.015372,724.5361094,8,6,Android
1096,retained,13,237.5617718,997,216,45,3194.222587,2612.093196,28,18,iPhone
11875,retained,308,439.5321285,1493,12,11,3194.349093,1710.561652,26,23,Android
7974,retained,212,284.6362543,2580,0,83,3194.66007,1944.841269,24,14,Android
6404,retained,25,68.08873017,3077,205,0,3195.391172,1492.551836,1,1,iPhone
9627,retained,32,56.67756615,2417,194,0,3195.424962,1506.67184,11,7,iPhone
14579,churned,191,339.6680852,791,67,0,3196.115433,789.4657355,23,22,iPhone
14216,retained,68,84.95101122,1426,171,3,3196.301276,632.1362179,8,8,iPhone
5547,retained,75,419.4106292,1324,0,0,3197.16674,1324.715371,18,13,Android
1787,retained,33,55.66414292,1746,75,0,3197.651515,1573.181058,4,2,iPhone
581,retained,52,174.0009642,1995,377,24,3198.681668,2274.513614,13,7,iPhone
12335,retained,72,105.3188939,974,160,9,3199.6514,2500.782508,16,13,iPhone
8064,retained,72,208.864404,2749,0,0,3201.184982,459.4383115,29,25,Android
171,retained,63,94.58117968,2774,59,0,3201.918054,1210.004022,30,20,iPhone
9502,retained,77,165.6383448,1561,161,30,3204.534629,2172.101709,3,3,Android
8031,churned,163,448.4181431,2232,180,81,3204.872909,2526.890193,13,8,Android
11883,retained,118,322.0980942,2056,0,0,3205.885349,990.7619078,18,18,iPhone
2456,retained,32,53.87520113,3440,64,11,3209.05573,2008.318993,22,20,iPhone
1665,retained,67,113.7196194,2443,24,0,3209.554295,2422.704385,27,19,Android
7773,retained,35,97.18634357,2104,49,84,3210.414591,2318.83613,11,7,iPhone
3588,retained,92,302.2018812,3308,18,0,3210.896809,2187.582423,31,20,Android
14287,churned,28,155.4727183,1323,136,24,3212.188342,751.6017221,10,10,iPhone
7687,retained,24,86.3408057,2837,0,0,3212.411861,1427.824633,25,16,iPhone
12142,retained,111,529.2173269,3037,0,25,3212.81801,1151.830056,16,13,iPhone
5957,churned,52,484.2097638,1537,480,0,3212.889807,1012.497313,9,8,iPhone
12078,retained,125,147.0996701,2106,9,31,3212.911365,907.9960286,17,11,Android
10588,retained,182,337.2950843,3311,0,17,3213.681242,1225.724298,14,7,iPhone
1775,retained,83,109.3811899,1525,0,33,3213.857818,2598.816796,16,14,Android
7468,retained,37,309.7503238,2973,31,0,3214.471,517.3933249,12,10,Android
14323,retained,70,141.6184647,2246,264,0,3214.955024,2230.030119,9,9,iPhone
67,churned,29,50.08943164,1167,139,0,3215.221847,1594.991577,1,1,iPhone
10818,churned,83,408.7289092,3440,402,0,3215.655028,2153.541743,12,12,iPhone
5075,retained,78,150.235352,1905,33,215,3216.464416,1182.560957,26,24,iPhone
4324,retained,49,115.414314,3050,32,0,3217.548618,1299.582672,3,3,iPhone
6515,retained,53,91.3994484,2619,0,71,3217.949679,849.6014824,17,9,Android
10891,retained,43,169.3691751,1228,184,0,3219.263357,1514.51934,26,26,Android
11897,retained,93,210.6643171,3359,20,14,3220.248356,1328.73234,22,20,iPhone
2047,retained,72,165.5219988,1068,53,5,3220.373722,1193.823626,30,28,iPhone
2569,retained,8,72.52455881,2556,153,0,3220.919817,2142.359758,4,3,iPhone
14856,retained,27,136.3439578,1771,4,0,3221.389287,2121.499575,27,19,Android
4013,churned,46,244.7283625,1378,224,0,3221.754029,1726.248748,30,20,Android
1595,retained,48,225.6020994,1331,422,0,3222.016499,1923.751474,11,9,Android
1185,retained,18,50.29305431,2008,328,33,3222.156885,1118.588579,17,12,Android
8057,retained,61,88.27620195,2862,1,0,3222.442552,2611.519983,5,3,iPhone
7684,retained,119,237.6106364,2454,184,126,3222.782437,2038.73885,7,1,iPhone
11333,retained,47,146.3607504,2999,110,0,3223.134491,2359.777762,2,1,Android
7988,retained,77,193.2496175,3409,0,0,3223.508062,1742.583218,26,24,Android
7543,retained,284,448.7272115,1091,0,0,3224.70183,1030.298872,9,9,iPhone
1853,retained,64,130.338828,1487,5,31,3225.017783,1476.240913,29,23,iPhone
9174,retained,126,191.180869,1599,371,54,3225.307061,2446.14187,25,21,Android
2900,retained,31,81.14843376,1617,0,0,3226.093541,1553.944355,21,19,Android
4099,retained,45,148.2601455,3198,7,0,3226.907399,485.9030015,28,26,iPhone
9386,retained,125,267.8163626,1841,0,48,3227.130107,2298.391046,3,3,iPhone
6547,retained,20,162.6888641,2137,61,0,3229.248377,1332.2673,31,22,iPhone
755,retained,133,392.1098712,3133,46,29,3229.642762,2311.052881,16,16,Android
3997,retained,112,162.2393169,1248,103,0,3229.879277,1869.423373,5,3,Android
13560,churned,85,224.6614189,2520,143,123,3230.317053,375.6947336,2,2,Android
8565,retained,74,128.3252552,1148,193,0,3230.836439,2093.025714,6,1,Android
1235,retained,49,129.0900293,1390,110,12,3231.459379,1009.429247,12,10,iPhone
7012,retained,74,172.4437406,1896,0,47,3231.533233,1373.517699,1,1,Android
6316,retained,69,197.5452144,1581,129,0,3231.54879,2156.842429,6,5,iPhone
4797,retained,40,300.2374245,2872,37,21,3231.684707,2605.914974,1,1,Android
7138,churned,16,230.4092179,2497,193,0,3231.84545,2523.180925,3,3,iPhone
8481,retained,86,104.8994439,2238,421,0,3232.467217,1113.801513,24,22,iPhone
9890,retained,45,129.3349004,2971,0,70,3232.771799,2186.990434,5,1,iPhone
8085,retained,54,119.0112405,2285,258,0,3233.221763,1920.456364,18,11,iPhone
12483,retained,136,244.6674661,3316,119,0,3233.439485,2685.215579,26,18,iPhone
5312,retained,25,723.3391708,2444,89,0,3233.590848,876.1183924,24,19,Android
13151,churned,233,301.6785642,2335,3,32,3233.791517,2143.158998,18,12,iPhone
10592,retained,24,105.4049455,2798,37,0,3234.350577,1081.202864,26,25,Android
11605,retained,31,88.76586083,2728,240,17,3234.453205,2448.654006,24,24,iPhone
6579,retained,14,294.1821768,3399,11,0,3234.688971,2170.024148,30,25,iPhone
11787,churned,13,209.6296512,2422,13,5,3234.856427,1693.467053,13,12,iPhone
5002,retained,33,607.3767738,2549,0,0,3235.043906,2335.309198,7,6,iPhone
12345,retained,109,137.3529868,3039,394,0,3235.883509,1313.367097,19,17,iPhone
10897,retained,65,295.415108,1884,0,0,3235.892169,465.0330916,29,27,iPhone
3150,retained,139,247.2605095,3300,0,140,3236.314792,2475.94392,17,14,iPhone
895,retained,198,213.3092998,1062,15,33,3237.241263,1441.926177,12,6,iPhone
2806,retained,180,331.5921702,2601,95,9,3238.549391,945.9425459,24,21,iPhone
6758,retained,11,60.2048463,1344,577,27,3238.613991,2679.272004,4,4,iPhone
1906,retained,67,115.99081,2783,182,0,3238.779762,2527.140532,3,2,iPhone
7120,retained,25,379.7155964,779,318,0,3239.18092,1174.757721,15,14,iPhone
3255,retained,104,174.2857977,1376,107,0,3239.9693,2645.45039,12,11,iPhone
10375,retained,79,179.6542901,2134,277,0,3240.310733,2196.104845,4,4,iPhone
5697,retained,14,282.1623077,1222,71,24,3241.054602,457.0263537,7,7,Android
10727,retained,15,131.3525267,1489,46,0,3241.244523,482.3711724,24,19,Android
1319,retained,40,231.8257832,3439,0,0,3241.705192,1178.310393,19,15,iPhone
7247,retained,17,118.8247789,951,0,0,3242.157494,2664.524108,13,8,iPhone
14737,retained,3,328.2201583,890,0,16,3244.09421,2481.911788,25,20,iPhone
12398,retained,21,141.4892832,1227,0,28,3244.14744,1698.457467,8,2,iPhone
9533,retained,18,57.38532916,3446,308,15,3244.32837,1345.386881,17,14,iPhone
5802,churned,40,128.4406835,788,0,7,3244.463174,1451.15235,14,9,iPhone
9835,retained,45,341.0089346,2412,0,0,3245.087723,1503.439561,2,1,Android
9251,churned,7,59.35517977,1456,39,12,3245.497657,374.7670045,17,12,Android
3500,retained,40,124.364435,886,179,70,3246.35368,1233.305677,27,25,iPhone
12411,retained,110,143.4822893,2569,408,34,3247.471244,1268.246382,30,27,iPhone
13152,retained,25,204.3604212,2196,149,0,3248.275784,1092.688005,8,3,iPhone
5840,retained,169,302.3824747,3211,224,73,3248.886302,937.1921537,20,20,iPhone
3929,retained,37,97.30403752,2457,21,15,3249.063092,1553.323788,24,23,iPhone
2113,retained,83,145.6272535,3238,230,2,3249.22013,635.2044312,24,22,iPhone
2166,retained,70,150.8220498,1041,18,6,3251.977417,1871.978362,30,22,Android
11112,retained,40,138.9562062,1732,0,0,3253.24091,2459.121083,29,21,iPhone
716,retained,10,90.61261218,1490,0,0,3253.361193,263.5163036,26,23,iPhone
14124,retained,49,81.10955277,1304,201,22,3253.487029,1380.389281,13,13,iPhone
5057,retained,39,50.92871557,3260,250,47,3253.584027,2258.037381,31,27,iPhone
4685,retained,90,159.5879307,2465,100,23,3254.246632,1069.749589,9,8,Android
9142,churned,34,80.85859946,1574,25,0,3254.287496,1349.281863,15,7,iPhone
267,retained,27,199.1817354,2891,171,0,3255.874666,1919.401874,26,21,iPhone
4361,retained,4,266.8704908,871,37,66,3256.584466,2334.89626,12,7,Android
4698,retained,42,354.0697817,3275,5,0,3256.950296,1663.836073,17,16,Android
10556,retained,160,210.260328,1212,73,109,3259.217696,720.9399555,24,18,Android
4439,retained,56,135.6519224,3267,116,29,3261.832098,2005.00458,13,13,Android
5251,retained,107,197.8429234,3222,778,7,3262.001668,1105.946439,29,25,Android
10528,retained,177,276.1216978,1874,188,26,3262.136795,1099.634856,29,19,Android
14071,retained,14,87.29549383,3070,0,31,3262.244676,850.2440584,30,23,iPhone
1863,retained,356,456.0752001,2765,533,0,3262.91494,2448.99346,23,18,Android
11036,retained,48,229.4905692,964,11,172,3263.276231,1026.592325,5,5,iPhone
12461,retained,17,216.0447252,1506,63,81,3263.326654,2106.777666,17,13,iPhone
7269,retained,43,317.629214,1406,11,0,3265.308723,2093.705324,1,1,iPhone
11341,retained,8,90.04051894,2776,132,0,3265.979741,929.8271049,13,8,iPhone
9408,retained,116,220.3819744,3104,221,0,3267.089356,1220.748809,30,27,iPhone
1653,churned,223,412.5445087,2658,112,4,3267.993812,1526.751218,4,4,iPhone
13601,retained,83,146.6357617,1139,0,0,3268.099994,1594.011642,7,3,iPhone
724,retained,26,373.1853546,1898,205,9,3269.931848,2214.076524,7,7,Android
10638,retained,10,87.81265009,1244,341,101,3270.258358,1578.527208,27,26,iPhone
6377,retained,53,96.63383031,1642,52,75,3270.294251,2090.950168,21,13,Android
4633,retained,44,129.9252063,1956,95,0,3270.835824,822.1471704,14,13,iPhone
6653,retained,158,296.1856011,1431,0,1,3271.557961,1525.21993,18,12,Android
5606,retained,162,348.9705173,2530,690,59,3272.202539,689.3653303,24,22,iPhone
7231,retained,41,664.5206256,800,0,82,3272.671312,454.406271,17,11,iPhone
13527,retained,111,123.3902262,1696,200,6,3272.802946,2457.739201,16,13,iPhone
9749,retained,104,410.6114705,3364,188,18,3272.96193,1412.300023,4,4,iPhone
4358,retained,5,101.4119493,2432,304,0,3273.005311,2674.84902,23,23,Android
10012,retained,112,385.3535028,1546,59,0,3273.499636,1721.71127,4,1,Android
3099,retained,14,99.08636817,1837,128,0,3273.874631,2706.231824,3,3,Android
6345,retained,37,84.45146742,3339,263,0,3274.677924,1244.809518,30,25,iPhone
7925,retained,12,143.1864045,1523,0,145,3275.710028,1654.623357,24,17,iPhone
11038,retained,22,56.1318371,2173,136,54,3276.008078,2489.352712,17,10,Android
1140,retained,140,204.7400311,1670,0,88,3277.441394,835.8337927,13,13,Android
11509,retained,39,100.0601186,1372,15,0,3277.460025,2462.675356,21,18,iPhone
7262,retained,68,143.5822862,1402,114,107,3277.819576,1149.326434,16,12,iPhone
14413,churned,6,133.2797893,1168,0,8,3279.264641,526.363,3,2,iPhone
6541,churned,72,354.7976727,1552,3,215,3281.235124,1700.698354,11,7,iPhone
5121,retained,10,91.09964834,3221,96,28,3281.873512,2701.792572,11,11,Android
2343,retained,56,235.2968636,1315,257,0,3282.137374,1279.768919,25,16,Android
2432,retained,162,224.2285207,1679,11,36,3282.771113,1537.18201,15,9,Android
5666,retained,183,282.2354658,1540,0,0,3283.939111,1239.489636,15,11,iPhone
14299,retained,117,198.8783942,1178,3,0,3284.939577,2477.603654,18,14,iPhone
4368,churned,54,90.66742178,2082,0,3,3284.959128,2080.924093,3,3,iPhone
7630,retained,10,161.0998833,2479,51,0,3285.556684,1382.361526,1,1,iPhone
13316,retained,70,86.04053564,1363,624,0,3286.109378,2703.831835,12,8,Android
8799,retained,9,254.5421592,1580,0,11,3286.597403,2547.225554,6,5,Android
5366,retained,96,188.5384431,2124,230,29,3287.259011,1901.664054,28,24,iPhone
1540,retained,91,315.6947962,1352,0,3,3287.638169,1446.507075,10,9,iPhone
13430,retained,304,446.8706326,3217,94,4,3288.833122,648.3761373,30,27,iPhone
168,retained,217,301.0848611,2476,0,44,3289.331979,974.2172746,29,26,Android
14228,churned,56,135.316663,3153,0,1,3289.425624,918.5773725,8,3,Android
1365,retained,13,115.9661912,2458,29,0,3289.544044,1852.77693,16,10,iPhone
2498,retained,15,94.88379149,1890,331,0,3289.573428,1276.388899,27,19,iPhone
5579,retained,26,84.23936827,889,0,0,3290.616127,1559.855846,3,2,iPhone
7949,retained,31,272.0339652,2945,209,3,3290.723969,2738.153032,31,28,Android
7299,retained,43,355.322027,2068,326,0,3291.20348,2608.683051,17,13,iPhone
9594,churned,319,603.0507823,2324,12,24,3291.870395,1654.922203,16,10,Android
1813,retained,23,179.3984947,1220,589,35,3293.304213,2426.111422,19,18,Android
12598,retained,26,90.62902663,2493,41,0,3293.338798,2003.806039,10,3,iPhone
2652,retained,108,414.3603537,917,27,7,3293.673905,1777.834763,8,8,Android
3439,retained,118,278.2231014,2147,63,67,3294.219548,1716.590292,16,13,iPhone
9769,retained,110,155.5528071,912,39,69,3294.419385,962.6953552,11,4,Android
166,retained,113,185.1143893,2137,137,28,3294.554435,1909.513018,9,9,iPhone
3552,retained,49,192.9757785,2543,79,0,3294.952528,1479.774643,19,17,Android
850,retained,77,386.1219116,1197,333,80,3295.133527,1390.753053,28,24,iPhone
4852,retained,72,241.3567715,1525,153,0,3295.298179,2183.298455,6,6,iPhone
10852,retained,6,133.4332776,3131,0,0,3296.141192,2056.277434,11,6,iPhone
300,retained,57,229.5738286,3236,0,0,3296.5333,1971.852035,17,16,Android
8903,retained,22,81.62273867,1732,171,0,3296.573358,1180.305982,9,9,iPhone
13705,retained,7,122.7683877,3181,265,116,3297.192341,2359.914409,16,13,iPhone
7539,retained,29,235.7427483,2823,14,4,3297.211953,1906.795887,26,22,Android
6497,retained,53,123.7004276,2470,64,19,3298.142207,1061.340374,4,4,Android
402,retained,127,174.8405578,1526,0,0,3298.665738,2559.759488,28,19,Android
5261,retained,70,87.47334156,3111,185,22,3299.053043,880.0380852,28,22,iPhone
9458,retained,10,159.2670607,3461,37,0,3299.503122,2436.744787,2,1,iPhone
5804,retained,364,489.434166,2165,0,24,3299.79969,436.9884643,3,3,iPhone
4403,retained,136,205.2612448,1743,78,0,3300.450842,2492.107386,24,20,iPhone
11433,retained,48,201.4979022,1034,250,0,3300.460087,2744.92476,20,15,iPhone
7208,retained,79,145.2873948,2310,286,76,3300.873584,1366.482583,31,20,Android
14241,retained,251,320.6805585,2598,0,0,3300.973458,2215.836219,10,10,iPhone
13777,retained,155,291.5162398,2416,83,0,3301.290379,384.7579958,10,10,iPhone
5496,retained,165,500.871962,2546,197,104,3302.310306,1910.224967,17,14,iPhone
396,retained,299,425.8522465,1321,75,0,3302.956419,200.2499504,25,18,iPhone
4672,retained,111,251.3407538,1195,44,37,3303.963365,1547.682444,23,17,iPhone
193,retained,40,177.9586432,3477,16,0,3304.917873,876.5817852,11,11,iPhone
9366,retained,218,429.9363953,3414,0,61,3305.369846,2139.435537,8,3,iPhone
7261,retained,6,86.22198272,1416,0,144,3305.543112,1624.382362,3,3,iPhone
6386,retained,79,279.6247607,2195,0,16,3305.664746,1202.890671,21,14,Android
6763,retained,13,623.9981672,1325,18,56,3305.793346,1225.293763,31,23,Android
5077,retained,5,64.25131877,1416,207,0,3308.454959,1971.986543,25,24,Android
8664,churned,43,147.5582255,1819,122,0,3308.579135,1704.585218,1,1,iPhone
13409,retained,8,148.9563878,2119,0,112,3309.263294,2643.908691,16,15,iPhone
1011,retained,102,814.2988764,1693,19,9,3309.605655,633.0484729,2,2,iPhone
376,churned,209,387.088693,2707,0,0,3309.863745,660.564362,1,1,iPhone
14052,retained,67,176.4386146,1496,16,64,3310.267722,1138.14301,28,24,iPhone
10399,retained,74,94.05048704,1157,308,0,3311.412302,899.6198519,8,6,Android
5847,retained,68,147.0386235,784,20,145,3312.809215,1759.558595,18,18,iPhone
5179,retained,21,108.2983511,3197,58,0,3313.663603,1950.057979,14,9,Android
8056,retained,165,615.1873083,1941,573,0,3314.347662,1819.664124,7,7,iPhone
14789,retained,51,209.6131714,1684,218,0,3315.017971,2402.985252,9,7,Android
11991,retained,58,190.4039379,1224,322,11,3315.54072,2614.513582,1,1,iPhone
11539,retained,2,104.9988629,1729,154,0,3315.885905,1029.926879,17,14,iPhone
14447,retained,21,148.4961371,3142,32,0,3316.046937,2222.653096,27,24,Android
5898,retained,39,185.8608295,2722,30,36,3317.232029,633.79976,15,14,iPhone
12779,churned,304,419.1289788,1859,206,0,3317.935982,2625.416326,6,1,Android
4525,retained,78,127.5412129,792,0,0,3319.401972,2739.678709,12,6,iPhone
13622,retained,4,59.87683372,743,41,0,3319.648812,1628.626298,26,22,Android
9390,retained,111,192.563215,2486,25,13,3320.165387,895.5981718,8,2,Android
14944,retained,13,94.97999304,3073,357,0,3321.531641,2684.453968,12,7,Android
1212,retained,96,122.7078523,2522,18,3,3321.630982,1046.778008,13,13,Android
9004,retained,40,190.5605236,2295,242,113,3322.4048,2459.820901,28,19,iPhone
2769,retained,39,107.3735013,1206,440,82,3323.070012,1813.598613,22,17,iPhone
8343,retained,116,444.5475363,3136,0,0,3323.213077,2024.345602,30,27,iPhone
14337,retained,51,172.3183327,1080,72,0,3323.471711,884.7679038,10,5,iPhone
5761,retained,94,415.9703113,731,634,1,3324.169147,1923.008713,29,26,iPhone
10138,retained,75,230.2976537,775,100,59,3324.169168,1216.369663,16,16,Android
5563,retained,67,92.85141953,1781,263,52,3324.288278,933.5003595,18,10,iPhone
1281,retained,45,109.0991537,924,9,60,3325.2721,1857.036395,5,5,iPhone
7745,retained,52,192.3616185,898,5,0,3327.806634,2261.739236,24,17,iPhone
6141,retained,57,128.3081195,2576,360,0,3328.035629,1222.230218,7,2,iPhone
3302,retained,26,287.0661475,2717,41,0,3329.800173,1935.207157,9,5,iPhone
12170,churned,2,439.3208424,2370,217,0,3330.265343,849.5615749,11,7,iPhone
248,churned,39,109.4921618,1507,0,0,3331.523048,2717.400862,11,7,Android
11975,retained,57,145.9800291,1809,151,0,3333.271637,1480.569581,27,17,iPhone
4318,retained,120,159.9613083,1558,110,55,3333.495661,2049.738528,13,6,Android
5533,retained,64,390.6058935,1813,34,0,3335.201184,844.6619765,27,24,iPhone
4620,retained,154,611.4874282,1062,0,0,3337.187302,2567.385903,21,17,iPhone
14921,retained,56,256.5429162,1555,317,6,3337.402485,2197.521259,25,24,Android
12634,retained,84,252.9638733,940,227,0,3337.572208,586.2415325,13,11,Android
11750,retained,91,260.1571672,934,0,62,3337.648964,419.1438331,9,9,iPhone
14026,retained,80,159.8810523,3481,534,0,3337.858896,1043.562333,21,20,iPhone
11488,retained,114,266.2720315,1581,121,13,3338.384889,1824.801677,23,22,iPhone
11004,retained,10,253.0764126,3335,57,0,3338.725229,2555.654867,16,9,iPhone
10442,retained,48,88.59960862,2214,91,0,3339.558474,439.9488032,30,22,iPhone
13892,retained,64,99.05216509,3214,0,34,3340.559649,2242.232785,19,18,iPhone
7295,churned,95,138.123614,3135,494,8,3341.513861,1681.554376,5,2,iPhone
14225,retained,76,153.9031584,3294,26,0,3342.448714,1799.140505,4,1,Android
683,retained,263,403.8267727,1507,60,45,3342.838929,234.5816486,16,15,iPhone
5753,retained,23,268.0918665,1011,263,0,3342.84007,1466.359799,16,15,iPhone
12315,retained,68,102.7587089,1404,0,134,3344.030995,2206.016399,23,15,iPhone
4161,retained,139,308.021398,1637,62,7,3344.082016,2344.232022,26,24,iPhone
12513,retained,26,170.9023799,2117,0,0,3344.435131,990.8970113,4,4,iPhone
3348,retained,17,96.58932942,2314,27,23,3349.122794,917.8849122,26,24,iPhone
6985,retained,52,259.262136,2550,42,0,3349.510293,2149.567482,10,10,iPhone
10201,retained,117,221.743793,2853,150,32,3352.124231,713.8813438,13,12,iPhone
7137,retained,68,495.8725317,2588,0,40,3352.348969,1620.044665,8,3,iPhone
154,retained,188,280.4192673,2306,0,77,3353.748203,839.8553132,13,7,Android
3116,retained,72,122.6602815,1946,271,3,3353.899809,881.1886787,3,3,Android
13718,retained,7,57.92012613,2872,149,72,3354.364553,2559.739174,26,16,iPhone
4444,churned,2,164.6004898,2130,184,95,3355.201676,872.354478,14,14,iPhone
4543,retained,213,272.0827395,1482,7,0,3355.507309,2315.649042,23,14,iPhone
4898,retained,85,145.6036854,1077,0,0,3356.46816,264.1872593,1,1,Android
6329,retained,7,58.02521631,3007,49,0,3357.691595,1898.678584,29,27,iPhone
3982,retained,185,484.6669094,2064,0,30,3357.823077,1827.783444,16,13,iPhone
13417,churned,15,124.9050011,928,30,7,3357.861426,675.8344336,6,6,iPhone
8394,churned,42,173.6797477,2568,177,0,3360.040944,1311.235416,2,2,iPhone
12589,retained,73,114.3179996,3006,108,107,3360.122184,1994.724315,26,20,iPhone
8161,retained,117,169.1614427,2806,124,0,3360.368705,2503.635054,20,17,iPhone
8770,churned,67,141.9650663,2151,215,2,3360.480703,2509.756099,16,8,Android
1499,retained,177,644.6331381,1116,175,19,3360.635623,1449.817613,9,8,iPhone
3602,retained,34,129.6580989,3180,23,0,3361.396999,356.1063852,17,13,iPhone
6951,retained,48,54.67036531,779,0,17,3361.82936,1724.709227,3,3,Android
10759,retained,36,141.0260957,2596,121,5,3363.041078,1978.543558,20,12,iPhone
12996,retained,230,292.8692831,766,210,0,3363.26377,1494.141396,10,5,Android
7788,retained,41,58.63944841,2159,3,34,3364.502401,1033.535749,12,7,iPhone
13032,retained,44,300.3493305,2906,75,0,3364.794713,2433.239045,6,1,iPhone
5679,retained,41,56.34573339,2069,0,72,3364.938219,1131.324092,24,23,iPhone
13871,retained,153,378.6372579,1943,15,44,3365.141198,1575.809371,15,14,iPhone
3374,retained,57,257.3401095,1896,320,34,3365.597874,2614.638457,27,25,Android
14750,retained,119,238.1118268,2099,712,18,3366.113974,298.4411924,21,20,iPhone
10355,retained,76,123.0090852,1371,0,15,3366.363695,1527.490816,7,6,iPhone
403,retained,3,118.623192,2043,24,130,3366.697531,1538.961177,25,23,iPhone
11675,retained,33,163.1961502,846,61,0,3368.134118,486.6693783,12,7,iPhone
11463,retained,39,166.9894135,1989,47,0,3368.162097,2001.553951,30,23,Android
3593,retained,124,235.9916276,796,19,13,3368.668119,642.8790184,7,6,iPhone
1594,retained,22,54.28689653,1231,336,48,3368.68856,2429.554356,9,9,Android
10104,retained,142,207.8796865,2583,11,255,3368.846566,525.0529604,21,17,Android
13436,retained,28,243.3042813,3276,252,13,3369.036435,2303.599046,24,22,iPhone
6746,retained,8,151.3948827,2853,264,0,3370.46194,2330.883895,28,22,Android
4301,retained,4,133.049795,3054,106,32,3370.678963,761.137426,10,10,iPhone
13423,retained,29,77.3095714,1821,144,87,3371.376574,2655.755539,18,16,Android
10967,retained,34,617.3685401,1895,45,43,3374.472318,2195.483364,20,15,Android
3820,retained,30,58.35693769,749,2,68,3374.988138,1252.893201,16,8,iPhone
4247,retained,105,421.503044,1518,0,1,3375.251774,660.0917781,27,26,Android
5071,churned,95,122.5262948,821,123,0,3376.258431,2012.61564,7,4,iPhone
11190,retained,98,632.3897293,1155,163,0,3376.537939,1049.851091,27,18,Android
4494,retained,463,635.8807183,2072,27,0,3377.015497,1649.018946,15,15,iPhone
71,retained,200,248.3113428,2849,87,0,3377.481893,2032.029458,8,5,iPhone
10043,retained,48,251.4336792,2350,5,49,3377.507355,2516.861283,14,10,iPhone
6924,retained,44,319.0522431,876,103,0,3378.622809,2204.230686,8,8,iPhone
11047,retained,65,121.2568162,2564,0,104,3379.54352,1784.983457,9,9,Android
9791,retained,16,440.8785818,2469,81,16,3379.635865,2177.215107,31,22,iPhone
11665,retained,70,459.1371703,1154,36,24,3381.245308,352.3255625,17,9,Android
1885,retained,37,257.3100682,2265,0,21,3381.95395,1284.923135,17,11,iPhone
